id,empresa_sigla,empresa_nome,ano,mes,sigla_aeroporto_origem,nome_aeroporto_origem,uf_aeroporto_origem,regiao_aeroporto_origem,sigla_aeroporto_destino,nome_aeroporto_destino,uf_aeroporto_destino,regiao_aeroporto_destino,natureza,grupo_voo,passageiros_pagos,distancia_km,assentos_total
1674,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBBR,BRASÍLIA,DF,CENTRO-OESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,23174,139520,28992
1675,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBBR,BRASÍLIA,DF,CENTRO-OESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,12754,93310,14956
1676,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBBR,BRASÍLIA,DF,CENTRO-OESTE,SBTE,TERESINA,PI,NORDESTE,DOMÉSTICA,REGULAR,4391,41044,5225
1677,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBBV,BOA VISTA,RR,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,5036,75300,5580
1678,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBBV,BOA VISTA,RR,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,1658,7896,2232
1679,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCA,CASCAVEL,PR,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,3381,20552,3888
1680,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCF,CONFINS,MG,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4490,17730,5274
1681,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCF,CONFINS,MG,SUDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,5804,17738,7991
1682,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCF,CONFINS,MG,SUDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,15690,57040,19827
1683,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCF,CONFINS,MG,SUDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,12497,51352,16500
1684,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCF,CONFINS,MG,SUDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,4831,27840,5346
1685,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,12003,76188,15359
1686,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,3800,26013,5250
1687,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCH,CHAPECÓ,SC,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,7567,41776,9409
1688,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCJ,PARAUAPEBAS,PA,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,1075,13296,1656
1689,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCN,CALDAS NOVAS,GO,CENTRO-OESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,1500,11441,2634
1690,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4444,31378,5165
1691,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,5648,28266,6708
1692,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,16626,38772,19132
1693,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,14413,33762,16620
1694,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,161,1806,186
1695,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCX,CAXIAS DO SUL,RS,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,2687,19056,3480
1696,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4024,22828,4800
1697,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,11188,99750,13732
1698,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCZ,CRUZEIRO DO SUL,AC,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,1071,0,0
1699,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBCZ,CRUZEIRO DO SUL,AC,NORTE,SBRB,RIO BRANCO,AC,NORTE,DOMÉSTICA,REGULAR,830,10064,3132
1700,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,3471,38970,5580
1701,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,8410,116940,11094
1702,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBBV,BOA VISTA,RR,NORTE,DOMÉSTICA,REGULAR,1183,7896,2232
1703,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,6426,90820,7068
1704,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,3835,67425,4650
1705,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBPV,PORTO VELHO,RO,NORTE,DOMÉSTICA,REGULAR,1777,9132,2232
1706,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBRB,RIO BRANCO,AC,NORTE,DOMÉSTICA,REGULAR,1593,14976,2418
1707,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBEG,MANAUS,AM,NORTE,SBSN,SANTARÉM,PA,NORTE,DOMÉSTICA,REGULAR,1593,10013,3144
1708,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFI,FOZ DO IGUAÇU,PR,SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,1762,15340,2226
1709,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFI,FOZ DO IGUAÇU,PR,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,8207,49855,10605
1710,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,3975,35478,4824
1711,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,7642,41745,9342
1712,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,14708,60255,19438
1713,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,15547,51240,19146
1714,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFN,FERNANDO DE NORONHA,PE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,3374,17019,4316
1715,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,4093,37488,6138
1716,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,9651,101520,11046
1717,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,5983,90820,7000
1718,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,12578,171983,14094
1719,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,15041,208883,16341
1720,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,3874,18810,4620
1721,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,3298,17469,4110
1722,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,5272,73563,5718
1723,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBFZ,FORTALEZA,CE,NORDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,8581,51816,9486
1724,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBAR,ARACAJU,SE,NORDESTE,DOMÉSTICA,REGULAR,3011,33787,3540
1725,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4418,28334,5423
1726,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,5558,17738,7943
1727,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,5603,28266,6708
1728,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBFI,FOZ DO IGUAÇU,PR,SUL,DOMÉSTICA,REGULAR,1823,15340,2226
1729,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,7640,41745,9186
1730,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,12753,171983,14046
1731,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBGO,GOIÂNIA,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,1871,13920,2454
1732,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,13415,30330,16380
1733,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBJP,SANTA RITA,PB,NORDESTE,DOMÉSTICA,REGULAR,3882,48875,4422
1734,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,4928,15522,6180
1735,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,3943,38617,4182
1736,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBNF,NAVEGANTES,SC,SUL,DOMÉSTICA,REGULAR,6988,34692,8250
1737,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,11708,85272,13541
1738,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBPS,PORTO SEGURO,BA,NORDESTE,DOMÉSTICA,REGULAR,91,832,186
1739,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,7833,104104,8880
1740,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,2772,35275,3096
1741,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,11416,96222,13279
1742,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4649,4890,5418
1743,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,1955,14848,2640
1744,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,13112,72001,16469
1745,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,16,0,0
1746,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,11986,64938,14454
1747,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,4693,36018,5298
1748,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBAR,ARACAJU,SE,NORDESTE,DOMÉSTICA,REGULAR,9323,97185,10564
1749,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,3816,59064,4464
1750,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,20384,124830,25914
1751,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCA,CASCAVEL,PR,SUL,DOMÉSTICA,REGULAR,3154,20552,3912
1752,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,15474,57040,19840
1753,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,11990,75281,15191
1754,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCH,CHAPECÓ,SC,SUL,DOMÉSTICA,REGULAR,7573,41030,9268
1755,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCN,CALDAS NOVAS,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,1396,11441,2634
1756,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,16334,39490,19493
1757,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCX,CAXIAS DO SUL,RS,SUL,DOMÉSTICA,REGULAR,2708,18262,3318
1758,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,10418,98420,13594
1759,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,3325,64728,4464
1760,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBFI,FOZ DO IGUAÇU,PR,SUL,DOMÉSTICA,REGULAR,8490,49855,10542
1761,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,15614,60255,19593
1762,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,14548,208883,16403
1763,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,12640,30330,15852
1764,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBGO,GOIÂNIA,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,12916,72001,16439
1765,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBIL,ILHÉUS,BA,NORDESTE,DOMÉSTICA,REGULAR,4805,35844,5250
1766,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBJE,CRUZ,CE,NORDESTE,DOMÉSTICA,REGULAR,2882,40392,3162
1767,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBJP,SANTA RITA,PB,NORDESTE,DOMÉSTICA,REGULAR,4339,59130,4956
1768,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,DOMÉSTICA,REGULAR,8617,101920,9624
1769,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBKG,CAMPINA GRANDE,PB,NORDESTE,DOMÉSTICA,REGULAR,1904,36091,2346
1770,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBLO,LONDRINA,PR,SUL,DOMÉSTICA,REGULAR,2771,11900,3546
1771,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBMG,MARINGÁ,PR,SUL,DOMÉSTICA,REGULAR,7549,33335,9382
1772,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBMK,MONTES CLAROS,MG,SUDESTE,DOMÉSTICA,REGULAR,2306,18354,3174
1773,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,12997,144000,13950
1774,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBNF,NAVEGANTES,SC,SUL,DOMÉSTICA,REGULAR,11759,37926,15660
1775,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,19623,104786,22248
1776,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBPL,PETROLINA,PE,NORDESTE,DOMÉSTICA,REGULAR,6777,79242,8518
1777,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBPS,PORTO SEGURO,BA,NORDESTE,DOMÉSTICA,REGULAR,10556,70144,11904
1778,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,15184,186989,16554
1779,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,15594,38759,17682
1780,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,10459,142352,11484
1781,GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),2021,10,SBGR,GUARULHOS,SP,SUDESTE,SBSI,SINOP,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,2210,32100,2760
